epoch,lr-Adam,step,test_loss,train_loss,val_loss
,0.0005,49,,,
,0.0005,99,,,
,0.0005,149,,,
,0.0005,199,,,
,0.0005,249,,,
,0.0005,299,,,
,0.0005,349,,,
,0.0005,399,,,
,0.0005,449,,,
,0.0005,499,,,
,0.0005,549,,,
,0.0005,599,,,
,0.0005,649,,,
,0.0005,699,,,
,0.0005,749,,,
,0.0005,799,,,
,0.0005,849,,,
,0.0005,899,,,
,0.0005,949,,,
,0.0005,999,,,
,0.0005,1049,,,
,0.0005,1099,,,
,0.0005,1149,,,
,0.0005,1199,,,
,0.0005,1249,,,
0,,1249,,,155.3947296142578
0,,1249,,215.59954833984375,
,0.0005,1299,,,
,0.0005,1349,,,
,0.0005,1399,,,
,0.0005,1449,,,
,0.0005,1499,,,
,0.0005,1549,,,
,0.0005,1599,,,
,0.0005,1649,,,
,0.0005,1699,,,
,0.0005,1749,,,
,0.0005,1799,,,
,0.0005,1849,,,
,0.0005,1899,,,
,0.0005,1949,,,
,0.0005,1999,,,
,0.0005,2049,,,
,0.0005,2099,,,
,0.0005,2149,,,
,0.0005,2199,,,
,0.0005,2249,,,
,0.0005,2299,,,
,0.0005,2349,,,
,0.0005,2399,,,
,0.0005,2449,,,
,0.0005,2499,,,
1,,2499,,,49.4744987487793
1,,2499,,106.8989486694336,
,0.0005,2549,,,
,0.0005,2599,,,
,0.0005,2649,,,
,0.0005,2699,,,
,0.0005,2749,,,
,0.0005,2799,,,
,0.0005,2849,,,
,0.0005,2899,,,
,0.0005,2949,,,
,0.0005,2999,,,
,0.0005,3049,,,
,0.0005,3099,,,
,0.0005,3149,,,
,0.0005,3199,,,
,0.0005,3249,,,
,0.0005,3299,,,
,0.0005,3349,,,
,0.0005,3399,,,
,0.0005,3449,,,
,0.0005,3499,,,
,0.0005,3549,,,
,0.0005,3599,,,
,0.0005,3649,,,
,0.0005,3699,,,
,0.0005,3749,,,
2,,3749,,,41.579673767089844
2,,3749,,40.90085220336914,
,0.0005,3799,,,
,0.0005,3849,,,
,0.0005,3899,,,
,0.0005,3949,,,
,0.0005,3999,,,
,0.0005,4049,,,
,0.0005,4099,,,
,0.0005,4149,,,
,0.0005,4199,,,
,0.0005,4249,,,
,0.0005,4299,,,
,0.0005,4349,,,
,0.0005,4399,,,
,0.0005,4449,,,
,0.0005,4499,,,
,0.0005,4549,,,
,0.0005,4599,,,
,0.0005,4649,,,
,0.0005,4699,,,
,0.0005,4749,,,
,0.0005,4799,,,
,0.0005,4849,,,
,0.0005,4899,,,
,0.0005,4949,,,
,0.0005,4999,,,
3,,4999,,,38.834083557128906
3,,4999,,37.69988250732422,
,0.0005,5049,,,
,0.0005,5099,,,
,0.0005,5149,,,
,0.0005,5199,,,
,0.0005,5249,,,
,0.0005,5299,,,
,0.0005,5349,,,
,0.0005,5399,,,
,0.0005,5449,,,
,0.0005,5499,,,
,0.0005,5549,,,
,0.0005,5599,,,
,0.0005,5649,,,
,0.0005,5699,,,
,0.0005,5749,,,
,0.0005,5799,,,
,0.0005,5849,,,
,0.0005,5899,,,
,0.0005,5949,,,
,0.0005,5999,,,
,0.0005,6049,,,
,0.0005,6099,,,
,0.0005,6149,,,
,0.0005,6199,,,
,0.0005,6249,,,
4,,6249,,,41.541725158691406
4,,6249,,35.567970275878906,
,0.0005,6299,,,
,0.0005,6349,,,
,0.0005,6399,,,
,0.0005,6449,,,
,0.0005,6499,,,
,0.0005,6549,,,
,0.0005,6599,,,
,0.0005,6649,,,
,0.0005,6699,,,
,0.0005,6749,,,
,0.0005,6799,,,
,0.0005,6849,,,
,0.0005,6899,,,
,0.0005,6949,,,
,0.0005,6999,,,
,0.0005,7049,,,
,0.0005,7099,,,
,0.0005,7149,,,
,0.0005,7199,,,
,0.0005,7249,,,
,0.0005,7299,,,
,0.0005,7349,,,
,0.0005,7399,,,
,0.0005,7449,,,
,0.0005,7499,,,
5,,7499,,,48.06675338745117
5,,7499,,34.106998443603516,
,0.0005,7549,,,
,0.0005,7599,,,
,0.0005,7649,,,
,0.0005,7699,,,
,0.0005,7749,,,
,0.0005,7799,,,
,0.0005,7849,,,
,0.0005,7899,,,
,0.0005,7949,,,
,0.0005,7999,,,
,0.0005,8049,,,
,0.0005,8099,,,
,0.0005,8149,,,
,0.0005,8199,,,
,0.0005,8249,,,
,0.0005,8299,,,
,0.0005,8349,,,
,0.0005,8399,,,
,0.0005,8449,,,
,0.0005,8499,,,
,0.0005,8549,,,
,0.0005,8599,,,
,0.0005,8649,,,
,0.0005,8699,,,
,0.0005,8749,,,
6,,8749,,,38.6762809753418
6,,8749,,33.344669342041016,
,0.0005,8799,,,
,0.0005,8849,,,
,0.0005,8899,,,
,0.0005,8949,,,
,0.0005,8999,,,
,0.0005,9049,,,
,0.0005,9099,,,
,0.0005,9149,,,
,0.0005,9199,,,
,0.0005,9249,,,
,0.0005,9299,,,
,0.0005,9349,,,
,0.0005,9399,,,
,0.0005,9449,,,
,0.0005,9499,,,
,0.0005,9549,,,
,0.0005,9599,,,
,0.0005,9649,,,
,0.0005,9699,,,
,0.0005,9749,,,
,0.0005,9799,,,
,0.0005,9849,,,
,0.0005,9899,,,
,0.0005,9949,,,
,0.0005,9999,,,
7,,9999,,,38.04098892211914
7,,9999,,32.49012756347656,
,0.0005,10049,,,
,0.0005,10099,,,
,0.0005,10149,,,
,0.0005,10199,,,
,0.0005,10249,,,
,0.0005,10299,,,
,0.0005,10349,,,
,0.0005,10399,,,
,0.0005,10449,,,
,0.0005,10499,,,
,0.0005,10549,,,
,0.0005,10599,,,
,0.0005,10649,,,
,0.0005,10699,,,
,0.0005,10749,,,
,0.0005,10799,,,
,0.0005,10849,,,
,0.0005,10899,,,
,0.0005,10949,,,
,0.0005,10999,,,
,0.0005,11049,,,
,0.0005,11099,,,
,0.0005,11149,,,
,0.0005,11199,,,
,0.0005,11249,,,
8,,11249,,,36.80214309692383
8,,11249,,31.728965759277344,
,0.0005,11299,,,
,0.0005,11349,,,
,0.0005,11399,,,
,0.0005,11449,,,
,0.0005,11499,,,
,0.0005,11549,,,
,0.0005,11599,,,
,0.0005,11649,,,
,0.0005,11699,,,
,0.0005,11749,,,
,0.0005,11799,,,
,0.0005,11849,,,
,0.0005,11899,,,
,0.0005,11949,,,
,0.0005,11999,,,
,0.0005,12049,,,
,0.0005,12099,,,
,0.0005,12149,,,
,0.0005,12199,,,
,0.0005,12249,,,
,0.0005,12299,,,
,0.0005,12349,,,
,0.0005,12399,,,
,0.0005,12449,,,
,0.0005,12499,,,
9,,12499,,,39.12861251831055
9,,12499,,31.184221267700195,
,0.0005,12549,,,
,0.0005,12599,,,
,0.0005,12649,,,
,0.0005,12699,,,
,0.0005,12749,,,
,0.0005,12799,,,
,0.0005,12849,,,
,0.0005,12899,,,
,0.0005,12949,,,
,0.0005,12999,,,
,0.0005,13049,,,
,0.0005,13099,,,
,0.0005,13149,,,
,0.0005,13199,,,
,0.0005,13249,,,
,0.0005,13299,,,
,0.0005,13349,,,
,0.0005,13399,,,
,0.0005,13449,,,
,0.0005,13499,,,
,0.0005,13549,,,
,0.0005,13599,,,
,0.0005,13649,,,
,0.0005,13699,,,
,0.0005,13749,,,
10,,13749,,,45.06622314453125
10,,13749,,30.633806228637695,
,0.0005,13799,,,
,0.0005,13849,,,
,0.0005,13899,,,
,0.0005,13949,,,
,0.0005,13999,,,
,0.0005,14049,,,
,0.0005,14099,,,
,0.0005,14149,,,
,0.0005,14199,,,
,0.0005,14249,,,
,0.0005,14299,,,
,0.0005,14349,,,
,0.0005,14399,,,
,0.0005,14449,,,
,0.0005,14499,,,
,0.0005,14549,,,
,0.0005,14599,,,
,0.0005,14649,,,
,0.0005,14699,,,
,0.0005,14749,,,
,0.0005,14799,,,
,0.0005,14849,,,
,0.0005,14899,,,
,0.0005,14949,,,
,0.0005,14999,,,
11,,14999,,,31.618558883666992
11,,14999,,30.380640029907227,
,0.0005,15049,,,
,0.0005,15099,,,
,0.0005,15149,,,
,0.0005,15199,,,
,0.0005,15249,,,
,0.0005,15299,,,
,0.0005,15349,,,
,0.0005,15399,,,
,0.0005,15449,,,
,0.0005,15499,,,
,0.0005,15549,,,
,0.0005,15599,,,
,0.0005,15649,,,
,0.0005,15699,,,
,0.0005,15749,,,
,0.0005,15799,,,
,0.0005,15849,,,
,0.0005,15899,,,
,0.0005,15949,,,
,0.0005,15999,,,
,0.0005,16049,,,
,0.0005,16099,,,
,0.0005,16149,,,
,0.0005,16199,,,
,0.0005,16249,,,
12,,16249,,,46.24826431274414
12,,16249,,30.042177200317383,
,0.0005,16299,,,
,0.0005,16349,,,
,0.0005,16399,,,
,0.0005,16449,,,
,0.0005,16499,,,
,0.0005,16549,,,
,0.0005,16599,,,
,0.0005,16649,,,
,0.0005,16699,,,
,0.0005,16749,,,
,0.0005,16799,,,
,0.0005,16849,,,
,0.0005,16899,,,
,0.0005,16949,,,
,0.0005,16999,,,
,0.0005,17049,,,
,0.0005,17099,,,
,0.0005,17149,,,
,0.0005,17199,,,
,0.0005,17249,,,
,0.0005,17299,,,
,0.0005,17349,,,
,0.0005,17399,,,
,0.0005,17449,,,
,0.0005,17499,,,
13,,17499,,,44.1905517578125
13,,17499,,29.578174591064453,
,0.0005,17549,,,
,0.0005,17599,,,
,0.0005,17649,,,
,0.0005,17699,,,
,0.0005,17749,,,
,0.0005,17799,,,
,0.0005,17849,,,
,0.0005,17899,,,
,0.0005,17949,,,
,0.0005,17999,,,
,0.0005,18049,,,
,0.0005,18099,,,
,0.0005,18149,,,
,0.0005,18199,,,
,0.0005,18249,,,
,0.0005,18299,,,
,0.0005,18349,,,
,0.0005,18399,,,
,0.0005,18449,,,
,0.0005,18499,,,
,0.0005,18549,,,
,0.0005,18599,,,
,0.0005,18649,,,
,0.0005,18699,,,
,0.0005,18749,,,
14,,18749,,,39.189659118652344
14,,18749,,29.383649826049805,
,0.0005,18799,,,
,0.0005,18849,,,
,0.0005,18899,,,
,0.0005,18949,,,
,0.0005,18999,,,
,0.0005,19049,,,
,0.0005,19099,,,
,0.0005,19149,,,
,0.0005,19199,,,
,0.0005,19249,,,
,0.0005,19299,,,
,0.0005,19349,,,
,0.0005,19399,,,
,0.0005,19449,,,
,0.0005,19499,,,
,0.0005,19549,,,
,0.0005,19599,,,
,0.0005,19649,,,
,0.0005,19699,,,
,0.0005,19749,,,
,0.0005,19799,,,
,0.0005,19849,,,
,0.0005,19899,,,
,0.0005,19949,,,
,0.0005,19999,,,
15,,19999,,,33.48533630371094
15,,19999,,29.05771255493164,
,0.0005,20049,,,
,0.0005,20099,,,
,0.0005,20149,,,
,0.0005,20199,,,
,0.0005,20249,,,
,0.0005,20299,,,
,0.0005,20349,,,
,0.0005,20399,,,
,0.0005,20449,,,
,0.0005,20499,,,
,0.0005,20549,,,
,0.0005,20599,,,
,0.0005,20649,,,
,0.0005,20699,,,
,0.0005,20749,,,
,0.0005,20799,,,
,0.0005,20849,,,
,0.0005,20899,,,
,0.0005,20949,,,
,0.0005,20999,,,
,0.0005,21049,,,
,0.0005,21099,,,
,0.0005,21149,,,
,0.0005,21199,,,
,0.0005,21249,,,
16,,21249,,,46.42729949951172
16,,21249,,28.974849700927734,
,0.0005,21299,,,
,0.0005,21349,,,
,0.0005,21399,,,
,0.0005,21449,,,
,0.0005,21499,,,
,0.0005,21549,,,
,0.0005,21599,,,
,0.0005,21649,,,
,0.0005,21699,,,
,0.0005,21749,,,
,0.0005,21799,,,
,0.0005,21849,,,
,0.0005,21899,,,
,0.0005,21949,,,
,0.0005,21999,,,
,0.0005,22049,,,
,0.0005,22099,,,
,0.0005,22149,,,
,0.0005,22199,,,
,0.0005,22249,,,
,0.0005,22299,,,
,0.0005,22349,,,
,0.0005,22399,,,
,0.0005,22449,,,
,0.0005,22499,,,
17,,22499,,,40.769596099853516
17,,22499,,28.81548500061035,
,0.0005,22549,,,
,0.0005,22599,,,
,0.0005,22649,,,
,0.0005,22699,,,
,0.0005,22749,,,
,0.0005,22799,,,
,0.0005,22849,,,
,0.0005,22899,,,
,0.0005,22949,,,
,0.0005,22999,,,
,0.0005,23049,,,
,0.0005,23099,,,
,0.0005,23149,,,
,0.0005,23199,,,
,0.0005,23249,,,
,0.0005,23299,,,
,0.0005,23349,,,
,0.0005,23399,,,
,0.0005,23449,,,
,0.0005,23499,,,
,0.0005,23549,,,
,0.0005,23599,,,
,0.0005,23649,,,
,0.0005,23699,,,
,0.0005,23749,,,
18,,23749,,,36.507381439208984
18,,23749,,28.644575119018555,
,0.0005,23799,,,
,0.0005,23849,,,
,0.0005,23899,,,
,0.0005,23949,,,
,0.0005,23999,,,
,0.0005,24049,,,
,0.0005,24099,,,
,0.0005,24149,,,
,0.0005,24199,,,
,0.0005,24249,,,
,0.0005,24299,,,
,0.0005,24349,,,
,0.0005,24399,,,
,0.0005,24449,,,
,0.0005,24499,,,
,0.0005,24549,,,
,0.0005,24599,,,
,0.0005,24649,,,
,0.0005,24699,,,
,0.0005,24749,,,
,0.0005,24799,,,
,0.0005,24849,,,
,0.0005,24899,,,
,0.0005,24949,,,
,0.0005,24999,,,
19,,24999,,,32.802154541015625
19,,24999,,28.56083106994629,
,0.0005,25049,,,
,0.0005,25099,,,
,0.0005,25149,,,
,0.0005,25199,,,
,0.0005,25249,,,
,0.0005,25299,,,
,0.0005,25349,,,
,0.0005,25399,,,
,0.0005,25449,,,
,0.0005,25499,,,
,0.0005,25549,,,
,0.0005,25599,,,
,0.0005,25649,,,
,0.0005,25699,,,
,0.0005,25749,,,
,0.0005,25799,,,
,0.0005,25849,,,
,0.0005,25899,,,
,0.0005,25949,,,
,0.0005,25999,,,
,0.0005,26049,,,
,0.0005,26099,,,
,0.0005,26149,,,
,0.0005,26199,,,
,0.0005,26249,,,
20,,26249,,,52.220123291015625
20,,26249,,28.37836265563965,
,0.0005,26299,,,
,0.0005,26349,,,
,0.0005,26399,,,
,0.0005,26449,,,
,0.0005,26499,,,
,0.0005,26549,,,
,0.0005,26599,,,
,0.0005,26649,,,
,0.0005,26699,,,
,0.0005,26749,,,
,0.0005,26799,,,
,0.0005,26849,,,
,0.0005,26899,,,
,0.0005,26949,,,
,0.0005,26999,,,
,0.0005,27049,,,
,0.0005,27099,,,
,0.0005,27149,,,
,0.0005,27199,,,
,0.0005,27249,,,
,0.0005,27299,,,
,0.0005,27349,,,
,0.0005,27399,,,
,0.0005,27449,,,
,0.0005,27499,,,
21,,27499,,,53.83648681640625
21,,27499,,28.22687530517578,
22,,27500,53.83648681640625,,
